sale_id,product_id,customer_id,quantity,sale_date,discount,channel,region
2684,40,1479,2,2024-02-01,0.12,Store,North
2685,167,1992,2,2025-03-24,0.06,Online,East
2686,181,639,5,2024-08-08,0.29,Store,North
2687,177,1599,1,2024-05-29,0.12,Online,North
2688,60,1750,3,2025-02-22,0.11,Online,South
2689,10,361,5,2025-11-06,0.06,Online,East
2690,143,865,3,2025-03-27,0.11,Online,North
2691,1,1117,4,2024-01-27,0.13,Online,South
2692,1,869,2,2024-11-10,0.17,Online,North
2693,156,276,4,2024-04-16,0.16,Online,North
2694,4,1334,5,2025-01-08,0.23,Online,West
2695,187,1145,1,2024-08-11,0.28,Store,South
2696,60,1812,2,2024-03-15,0.21,Online,East
2697,26,1165,2,2025-09-19,0.12,Online,North
2698,39,257,3,2024-06-17,0.24,Online,East
2699,171,1370,3,2024-12-24,0.21,Online,South
2700,2,1961,3,2024-10-01,0.06,Store,East
2701,97,144,1,2025-08-01,0.15,Online,West
2702,7,1163,4,2024-03-05,0.25,Store,South
2703,99,1378,1,2025-06-13,0.27,Store,East
2704,43,1009,2,2025-01-28,0.18,Online,East
2705,140,1048,3,2024-08-14,0.13,Store,South
2706,119,148,2,2025-05-16,0.1,Online,South
2707,9,1765,1,2025-09-06,0,Online,South
2708,6,914,2,2024-09-13,0.09,Online,North
2709,54,897,5,2024-06-22,0.09,Store,East
2710,35,839,5,2025-02-20,0.25,Online,East
2711,144,1965,5,2024-01-01,0.2,Store,East
2712,178,373,3,2025-09-12,0.21,Online,West
2713,106,1873,1,2025-05-30,0.02,Store,North
2714,103,973,4,2024-03-30,0.28,Online,South
2715,114,268,2,2025-08-13,0.2,Online,East
2716,30,642,2,2025-09-14,0.28,Store,North
2717,123,1526,5,2024-05-21,0,Online,West
2718,144,687,2,2025-04-16,0.19,Online,North
2719,198,1631,5,2024-02-06,0.1,Online,East
2720,137,1820,1,2024-10-01,0.11,Online,North
2721,16,770,5,2024-05-15,0.17,Online,West
2722,116,1737,2,2025-07-14,0.1,Store,North
2723,35,1616,1,2025-03-31,0.04,Store,South
2724,122,1349,1,2024-05-29,0.01,Online,North
2725,74,637,5,2023-12-08,0.07,Online,East
2726,186,1929,5,2025-08-16,0.09,Store,East
2727,50,498,4,2025-05-21,0.26,Online,West
2728,146,461,5,2025-01-24,0.17,Store,East
2729,164,1227,1,2024-11-19,0.13,Online,South
2730,131,1936,3,2025-09-26,0.26,Online,West
2731,108,402,3,2025-03-25,0.17,Store,East
2732,133,372,2,2025-02-22,0.06,Store,West
2733,57,663,5,2024-07-18,0.28,Online,East
2734,168,264,5,2024-12-01,0.17,Store,South
2735,114,887,3,2025-09-20,0.16,Online,South
2736,91,1616,5,2024-12-28,0.22,Online,West
2737,43,1512,4,2024-02-13,0.24,Store,South
2738,108,707,2,2025-03-08,0.19,Online,North
2739,81,355,1,2024-04-28,0.15,Store,West
2740,85,1394,1,2024-06-06,0.07,Online,South
2741,81,386,5,2024-08-14,0.15,Store,East
2742,117,482,3,2024-03-18,0.04,Online,North
2743,2,1476,4,2025-02-11,0.21,Online,South
2744,123,1964,4,2024-11-11,0.27,Store,South
2745,118,136,2,2025-01-01,0.1,Online,North
2746,89,719,4,2024-08-28,0.08,Store,West
2747,14,147,2,2023-12-03,0.15,Online,North
2748,128,1321,3,2024-06-01,0.25,Online,West
2749,8,1199,5,2024-11-10,0.27,Online,East
2750,62,878,2,2025-07-30,0.19,Online,North
2751,163,1290,2,2023-12-09,0.1,Store,North
2752,21,875,5,2025-06-09,0.25,Online,South
2753,33,1674,1,2025-01-30,0.14,Online,South
2754,65,1008,3,2025-11-12,0.2,Online,West
2755,139,1677,3,2025-11-18,0.15,Store,West
2756,9,247,2,2025-07-19,0.13,Online,West
2757,107,647,5,2024-01-30,0.11,Online,South
2758,189,1866,5,2025-02-21,0.07,Store,North
2759,64,1839,5,2024-03-17,0.29,Online,South
2760,149,1786,1,2025-09-06,0.12,Store,West
2761,60,718,2,2024-03-31,0.26,Store,North
2762,171,1273,4,2025-03-15,0.14,Store,South
2763,52,1727,3,2025-03-06,0.14,Store,East
2764,188,1640,3,2023-12-20,0.1,Online,West
2765,150,934,5,2024-05-02,0.25,Store,West
2766,60,1194,5,2025-03-20,0.15,Store,South
2767,35,748,2,2024-05-31,0.25,Online,South
2768,42,462,4,2024-09-25,0.28,Store,East
2769,58,432,4,2025-10-18,0.04,Store,East
2770,84,1051,3,2024-06-04,0.05,Store,North
2771,191,1199,2,2024-06-23,0.12,Online,South
2772,72,825,3,2025-03-31,0.28,Store,East
2773,119,1095,3,2024-04-23,0.18,Store,West
2774,132,791,5,2025-05-13,0.08,Store,East
2775,54,1075,2,2024-03-25,0.05,Store,North
2776,168,712,4,2024-03-18,0.13,Online,East
2777,131,914,4,2025-06-08,0.1,Online,West
2778,116,864,4,2024-05-21,0.13,Online,West
2779,125,5,5,2024-10-19,0.09,Store,East
2780,111,466,1,2025-04-20,0.06,Online,West
2781,112,1753,5,2025-03-31,0.15,Online,East
2782,103,1640,1,2024-10-01,0.07,Store,East
2783,63,1944,5,2025-07-18,0.24,Online,West
2784,132,1987,3,2025-02-02,0.26,Online,South
2785,86,933,2,2024-05-11,0.15,Online,North
2786,64,930,5,2025-06-05,0.13,Online,South
2787,108,909,2,2025-04-30,0.19,Online,North
2788,143,737,4,2025-04-17,0.1,Store,North
2789,192,2000,1,2024-01-28,0.29,Online,North
2790,135,1170,1,2024-08-19,0.04,Store,East
2791,186,618,3,2025-11-02,0.11,Online,East
2792,173,663,2,2025-05-07,0.25,Online,East
2793,21,1008,3,2023-12-12,0.15,Store,West
2794,58,1221,5,2025-08-22,0.14,Online,South
2795,119,322,3,2024-06-07,0.02,Store,South
2796,94,625,4,2025-08-04,0.29,Store,North
2797,185,1478,1,2024-05-21,0.05,Store,West
2798,120,543,5,2024-06-06,0.03,Online,South
2799,194,1729,2,2024-10-26,0.2,Store,East
2800,165,1009,4,2025-05-03,0.08,Store,West
2801,47,624,5,2025-11-13,0.14,Online,North
2802,105,427,2,2025-01-05,0.27,Online,South
2803,194,576,3,2025-03-03,0.11,Online,East
2804,58,1275,5,2025-03-13,0.22,Store,South
2805,134,1784,1,2024-05-28,0.2,Online,South
2806,13,854,2,2025-03-21,0.24,Online,South
2807,198,1878,4,2024-04-30,0.29,Online,North
2808,199,17,1,2025-01-06,0.01,Online,East
2809,187,780,4,2025-03-25,0.09,Store,West
2810,67,43,4,2024-08-07,0.19,Store,East
2811,47,1781,3,2024-12-27,0.02,Online,West
2812,94,4,2,2024-09-04,0.15,Store,West
2813,89,1782,2,2024-04-19,0.15,Store,North
2814,199,1040,3,2024-07-23,0,Store,South
2815,113,703,5,2024-09-19,0.06,Online,North
2816,164,741,3,2025-08-16,0.14,Store,East
2817,22,1880,4,2025-10-15,0.18,Online,South
2818,149,1607,3,2024-12-27,0.04,Store,North
2819,79,599,2,2024-01-25,0.04,Online,South
2820,155,58,1,2025-05-12,0.26,Store,East
2821,178,99,5,2024-01-30,0.19,Store,West
2822,102,814,4,2025-08-17,0.15,Store,East
2823,23,1510,5,2025-05-16,0.11,Store,East
2824,114,1870,5,2025-01-15,0.12,Store,North
2825,167,1235,4,2024-12-11,0.04,Store,East
2826,59,990,4,2024-09-06,0.15,Online,North
2827,6,520,2,2024-10-28,0.07,Online,West
2828,116,1668,5,2025-11-06,0.27,Store,South
2829,102,1359,4,2025-11-08,0.23,Store,West
2830,170,1671,5,2024-06-09,0.29,Online,South
2831,67,679,1,2025-10-13,0.27,Online,East
2832,137,1080,2,2024-08-23,0.08,Store,West
2833,96,646,3,2024-09-18,0.07,Online,South
2834,72,431,4,2024-11-12,0.26,Online,North
2835,26,1403,5,2025-04-27,0.23,Online,South
2836,79,357,4,2024-09-16,0.18,Store,South
2837,192,729,3,2024-05-24,0.08,Online,East
2838,71,1751,5,2025-09-16,0.22,Store,North
2839,63,182,2,2025-03-26,0.2,Online,East
2840,112,329,3,2025-01-05,0.06,Online,North
2841,177,260,3,2024-03-15,0.17,Online,North
2842,196,494,2,2024-01-04,0.03,Online,North
2843,73,291,2,2025-02-21,0.24,Online,West
2844,142,4,4,2025-02-01,0.27,Online,South
2845,113,777,3,2024-03-25,0.22,Online,South
2846,145,247,2,2025-10-19,0.03,Online,East
2847,75,63,2,2024-01-09,0.14,Store,West
2848,141,686,3,2024-07-01,0.19,Store,North
2849,160,1841,3,2024-10-04,0.29,Store,North
2850,67,1367,2,2024-08-03,0.17,Store,South
2851,22,893,2,2024-09-04,0.22,Online,East
2852,107,1771,4,2023-12-27,0.24,Online,South
2853,9,1713,2,2025-01-27,0.08,Store,East
2854,137,1491,4,2023-12-25,0.17,Online,North
2855,136,1446,1,2025-07-13,0.07,Online,East
2856,58,1974,4,2025-10-17,0.07,Online,North
2857,188,328,2,2024-11-26,0.27,Store,North
2858,74,862,2,2025-04-22,0.18,Online,South
2859,195,736,1,2025-10-14,0.26,Store,North
2860,171,1881,1,2025-11-16,0.03,Online,West
2861,58,1351,3,2024-03-15,0.29,Store,South
2862,76,1670,3,2024-09-28,0.02,Store,West
2863,171,883,1,2025-11-20,0.27,Store,South
2864,139,812,2,2025-03-04,0.11,Store,North
2865,11,646,5,2025-10-31,0.2,Store,North
2866,4,1292,2,2025-02-17,0.28,Online,East
2867,108,1047,4,2025-02-03,0.18,Online,South
2868,68,1888,1,2024-08-29,0.04,Store,East
2869,75,1910,1,2025-08-23,0.3,Online,South
2870,107,397,5,2024-10-26,0.28,Store,South
2871,168,1438,4,2023-12-13,0.21,Store,East
2872,85,1241,3,2024-09-08,0.26,Online,West
2873,20,290,2,2024-09-03,0.15,Store,West
2874,98,1056,3,2024-12-03,0.09,Store,South
2875,48,887,4,2025-04-09,0.19,Online,East
2876,182,937,5,2024-12-10,0.28,Online,North
2877,197,572,1,2025-05-29,0.12,Online,South
2878,172,1936,2,2025-07-09,0.14,Online,North
2879,97,1414,3,2025-07-08,0.07,Online,East
2880,45,1095,5,2024-09-03,0.08,Store,South
2881,142,941,3,2025-06-09,0.2,Online,South
2882,105,559,2,2024-11-19,0.15,Online,South
2883,98,1403,4,2025-02-20,0.16,Online,North
2884,1,1919,4,2024-03-31,0.06,Online,North
2885,60,387,5,2024-03-07,0.07,Store,South
2886,34,1505,1,2025-07-25,0.09,Online,West
2887,13,676,2,2025-03-25,0.29,Online,East
2888,153,1955,4,2025-03-07,0.27,Online,East
2889,30,1647,2,2024-05-26,0.26,Online,West
2890,158,1585,3,2024-03-22,0.13,Online,West
2891,62,196,1,2025-11-24,0.23,Online,East
2892,50,603,3,2025-02-25,0.01,Store,West
2893,40,313,1,2024-11-13,0.13,Online,South
2894,78,810,5,2025-10-13,0.08,Online,South
2895,100,714,3,2024-12-06,0.1,Online,South
2896,142,1664,5,2024-10-22,0.17,Store,East
2897,16,582,3,2025-05-06,0.1,Online,North
2898,120,1060,4,2025-09-30,0.22,Online,North
2899,124,1781,1,2024-02-27,0.15,Online,North
2900,5,526,1,2025-11-20,0.09,Online,South
2901,155,1389,4,2025-08-02,0.05,Store,North
2902,41,667,5,2024-03-16,0.27,Online,East
2903,18,1297,2,2025-11-09,0.13,Store,North
2904,83,1041,2,2025-03-19,0.06,Online,East
2905,116,1108,1,2024-10-01,0.24,Store,North
2906,71,812,4,2025-04-12,0.18,Store,East
2907,90,1118,4,2025-07-06,0.29,Online,East
2908,63,1248,3,2025-09-28,0.16,Store,South
2909,36,1414,1,2025-09-16,0.09,Store,West
2910,14,833,2,2024-12-05,0.22,Store,South
2911,108,1963,3,2024-10-25,0.24,Online,South
2912,55,887,1,2025-02-13,0.01,Online,West
2913,155,717,3,2024-07-01,0.28,Online,West
2914,19,1701,1,2025-06-19,0.24,Store,South
2915,37,1219,2,2025-07-28,0.23,Online,North
2916,16,468,4,2024-12-09,0.16,Store,South
2917,199,194,4,2024-10-07,0.1,Store,West
2918,168,495,3,2024-10-27,0.17,Online,East
2919,96,1188,2,2024-11-24,0.25,Store,East
2920,41,1456,2,2024-10-11,0.14,Online,West
2921,35,264,2,2025-04-09,0.21,Online,North
2922,131,244,5,2024-06-02,0.22,Online,South
2923,154,842,4,2025-08-12,0.2,Store,West
2924,187,1643,2,2024-11-14,0.15,Store,West
2925,15,1288,5,2025-11-05,0.21,Online,West
2926,157,399,2,2024-09-01,0.12,Store,West
2927,122,111,5,2025-02-21,0.16,Store,West
2928,93,922,2,2025-10-11,0.23,Online,East
2929,59,1146,5,2024-10-01,0.26,Online,South
2930,194,1646,1,2024-12-16,0.3,Online,North
2931,82,574,5,2025-11-02,0.05,Store,East
2932,170,3,5,2025-04-28,0.19,Online,North
2933,145,35,4,2024-10-06,0.28,Store,East
2934,13,897,3,2024-04-22,0.27,Store,West
2935,2,419,5,2025-09-24,0.12,Online,West
2936,45,326,3,2025-03-08,0.12,Online,East
2937,5,1135,1,2025-10-01,0.15,Online,North
2938,186,945,5,2025-03-14,0.04,Store,East
2939,179,1452,1,2024-06-27,0.12,Store,South
2940,187,115,3,2023-12-03,0.14,Store,South
2941,65,705,4,2024-02-18,0.29,Online,North
2942,34,1129,4,2025-06-07,0.19,Online,East
2943,32,1373,4,2024-05-20,0.28,Store,North
2944,50,1625,5,2024-05-02,0.2,Store,South
2945,87,991,1,2025-03-13,0.16,Online,North
2946,107,849,4,2024-06-19,0.2,Store,South
2947,179,1957,1,2025-04-26,0.23,Store,North
2948,189,1291,4,2024-04-15,0.11,Store,South
2949,138,1974,2,2025-03-06,0.18,Store,North
2950,56,565,3,2024-08-23,0.19,Online,West
2951,44,1863,1,2024-09-12,0.06,Store,South
2952,8,1977,5,2024-01-27,0.12,Store,South
2953,2,19,5,2024-01-20,0.25,Store,West
2954,143,1601,3,2023-12-17,0.17,Online,West
2955,192,1090,5,2024-11-12,0.04,Online,South
2956,115,331,2,2025-07-15,0.29,Online,East
2957,14,1961,4,2025-10-29,0.08,Store,North
2958,19,573,2,2025-07-21,0.13,Store,South
2959,173,172,5,2025-06-27,0.07,Store,North
2960,133,680,3,2025-07-13,0.08,Store,East
2961,63,1070,4,2025-05-15,0.02,Online,North
2962,173,1457,4,2024-12-08,0.13,Store,East
2963,191,1245,2,2024-03-11,0.21,Store,West
2964,44,312,2,2024-12-01,0.11,Store,South
2965,84,351,2,2024-07-05,0.12,Online,North
2966,46,934,4,2025-09-29,0.19,Online,West
2967,195,613,2,2025-06-12,0.24,Store,East
2968,103,1847,1,2025-05-21,0.08,Store,West
2969,197,1743,4,2025-04-25,0.07,Online,West
2970,121,94,4,2024-07-27,0.24,Store,North
2971,22,1434,5,2024-02-06,0.29,Store,East
2972,162,734,4,2025-03-03,0.03,Online,South
2973,166,1810,1,2024-11-08,0.28,Store,South
2974,186,1669,2,2024-10-06,0.11,Online,North
2975,58,400,4,2025-02-28,0.16,Store,South
2976,155,396,1,2024-08-21,0.3,Online,North
2977,154,1576,4,2025-02-28,0.03,Store,South
2978,117,787,1,2024-09-01,0.04,Online,South
2979,11,811,1,2025-05-28,0.28,Online,West
2980,52,938,5,2024-07-27,0.11,Online,East
2981,83,1985,4,2024-03-04,0.07,Store,South
2982,85,1526,5,2024-04-25,0.11,Online,West
2983,59,1144,3,2024-11-25,0.03,Online,North
2984,84,1649,1,2024-10-17,0.21,Store,South
2985,159,764,3,2024-02-26,0.12,Store,South
2986,96,461,1,2024-09-22,0.23,Online,East
2987,7,1126,1,2024-12-07,0.22,Online,South
2988,99,1034,4,2024-01-04,0.23,Store,East
2989,171,15,4,2025-03-11,0.15,Online,North
2990,151,1161,3,2025-04-05,0.15,Store,East
2991,136,822,1,2025-03-25,0.06,Online,North
2992,92,204,3,2024-09-21,0.22,Store,East
2993,53,582,1,2024-01-28,0.12,Online,West
2994,85,1029,1,2025-06-25,0.24,Store,West
2995,100,808,4,2023-12-24,0.05,Store,West
2996,102,546,3,2025-02-12,0.02,Online,South
2997,200,1373,1,2025-09-19,0.06,Store,North
2998,108,1049,1,2025-07-02,0.12,Store,East
2999,161,1048,3,2024-02-14,0.22,Online,West
3000,75,307,4,2025-10-05,0.15,Store,West
3001,11,637,1,2024-09-07,0.1,Store,North
3002,17,316,1,2025-09-16,0.11,Online,North
3003,16,157,4,2024-12-21,0.16,Online,South
3004,8,1695,1,2024-08-01,0.06,Online,North
3005,182,139,5,2025-01-29,0.25,Store,East
3006,7,557,2,2024-01-12,0.15,Online,South
3007,121,1829,5,2025-05-02,0.27,Store,West
3008,41,1779,4,2024-06-11,0.08,Store,West
3009,156,1349,5,2025-04-01,0.12,Online,South
3010,128,691,3,2023-12-25,0.06,Store,North
3011,30,1246,1,2025-02-21,0.2,Online,East
3012,26,393,4,2025-05-05,0.04,Online,North
3013,106,1702,4,2024-09-07,0.03,Store,South
3014,101,1884,1,2024-10-01,0.1,Online,West
3015,135,1361,3,2024-04-14,0.14,Store,South
3016,137,1899,5,2025-03-13,0.27,Store,North
3017,3,1404,2,2024-12-28,0.2,Online,East
3018,153,1784,2,2024-07-18,0.23,Online,North
3019,59,1931,1,2023-12-18,0.11,Store,West
3020,1,1680,1,2025-05-29,0.25,Store,West
3021,165,1254,4,2024-05-11,0.2,Store,East
3022,169,1923,4,2024-03-21,0.28,Store,South
3023,14,985,3,2024-03-19,0.01,Online,East
3024,28,1683,4,2024-09-29,0.11,Store,West
3025,160,877,1,2024-05-14,0.24,Store,North
3026,130,709,4,2024-07-09,0.05,Online,East
3027,35,1340,2,2024-04-01,0.11,Store,North
3028,154,1120,1,2024-01-24,0.05,Online,South
3029,19,406,5,2024-01-20,0.07,Online,North
3030,200,1010,4,2025-09-03,0.01,Store,West
3031,103,338,5,2025-02-24,0.28,Store,South
3032,49,213,5,2024-01-25,0.01,Online,East
3033,173,843,3,2023-12-25,0.17,Online,West
3034,124,1742,2,2025-06-07,0.03,Online,East
3035,41,1695,1,2025-05-17,0.29,Online,West
3036,103,1876,3,2025-09-07,0.18,Online,West
3037,146,1354,5,2024-03-30,0.18,Online,South
3038,151,1331,5,2024-08-19,0.2,Online,West
3039,185,1021,5,2024-03-26,0.08,Online,South
3040,192,498,3,2024-12-28,0.27,Store,West
3041,188,1719,3,2025-10-21,0.3,Online,West
3042,163,654,1,2025-07-16,0.01,Store,North
3043,103,891,5,2024-09-28,0.21,Online,East
3044,36,372,4,2024-11-21,0.03,Store,South
3045,154,782,4,2025-06-21,0.06,Store,East
3046,143,1494,1,2025-03-06,0.24,Store,North
3047,161,371,5,2024-09-05,0.11,Store,North
3048,5,1342,1,2024-01-19,0.21,Store,East
3049,172,1648,5,2025-01-17,0.03,Online,West
3050,41,1754,5,2024-08-20,0.14,Store,South
3051,67,53,3,2025-07-31,0.17,Store,South
3052,102,2,5,2024-12-25,0.17,Store,West
3053,9,1624,4,2025-02-27,0.26,Online,North
3054,98,4,5,2024-11-14,0.13,Online,West
3055,71,25,5,2025-01-20,0.1,Store,West
3056,10,670,1,2024-02-26,0.12,Store,East
3057,193,1761,3,2024-03-09,0.02,Online,West
3058,188,1556,3,2025-03-08,0.21,Store,West
3059,47,866,4,2024-06-06,0.03,Store,South
3060,49,1002,2,2024-11-30,0.2,Store,South
3061,54,1333,3,2024-08-29,0.14,Store,North
3062,157,105,5,2024-09-03,0.01,Store,South
3063,119,510,4,2024-01-05,0.17,Online,West
3064,18,196,1,2024-05-14,0.11,Online,West
3065,107,175,1,2025-11-25,0.03,Online,East
3066,45,569,5,2025-08-23,0.17,Online,West
3067,76,1358,5,2024-02-22,0.15,Online,West
3068,29,175,1,2025-09-06,0.05,Store,North
3069,163,415,3,2024-09-15,0.08,Store,West
3070,13,1537,5,2025-04-09,0.17,Store,East
3071,134,427,3,2025-05-30,0.28,Store,North
3072,15,1161,3,2023-12-27,0.21,Store,East
3073,7,729,5,2025-07-08,0.28,Online,West
3074,12,390,3,2024-05-12,0.25,Online,North
3075,8,1354,3,2023-12-14,0.24,Online,North
3076,120,637,2,2025-03-15,0.03,Online,West
3077,92,338,5,2025-11-25,0.23,Online,East
3078,9,630,4,2024-08-18,0.04,Online,East
3079,88,1114,4,2025-06-11,0.1,Store,West
3080,19,1936,2,2024-06-24,0.11,Online,North
3081,54,746,2,2025-11-19,0.18,Online,East
3082,170,1389,5,2025-07-07,0.14,Store,West
3083,134,1601,5,2024-02-25,0.16,Store,East
3084,199,1095,2,2025-11-15,0.24,Store,North
3085,154,215,3,2024-11-08,0,Online,East
3086,13,168,3,2025-02-21,0.28,Online,North
3087,149,377,4,2024-04-06,0.06,Online,North
3088,191,963,4,2024-09-17,0.15,Online,South
3089,117,521,1,2025-07-08,0.13,Online,West
3090,109,1280,2,2025-02-21,0.01,Online,East
3091,41,399,4,2024-09-05,0.14,Online,South
3092,170,566,5,2025-03-11,0.23,Store,North
3093,135,495,4,2025-07-08,0.12,Online,North
3094,157,160,5,2024-07-03,0.28,Store,West
3095,104,296,3,2024-01-04,0.15,Online,West
3096,157,1107,1,2023-12-22,0.22,Store,East
3097,50,1789,1,2025-05-23,0.25,Store,South
3098,188,1436,5,2024-12-07,0.06,Online,North
3099,72,1502,1,2024-12-20,0.17,Store,West
3100,71,735,1,2023-11-28,0.26,Store,South
3101,148,963,5,2024-12-08,0,Store,South
3102,182,1807,1,2025-04-30,0.21,Online,North
3103,60,413,4,2025-09-16,0.2,Online,North
3104,4,1402,4,2023-12-15,0.19,Online,West
3105,76,1313,2,2025-08-06,0.07,Store,West
3106,192,1870,3,2024-06-25,0.01,Online,South
3107,109,806,1,2024-09-09,0.2,Store,West
3108,115,1440,4,2024-12-08,0.18,Online,North
3109,164,1849,5,2024-12-07,0.02,Store,West
3110,82,1382,5,2025-03-01,0.25,Store,South
3111,54,195,1,2024-04-22,0.24,Store,West
3112,159,663,3,2024-06-02,0.08,Store,East
3113,109,1764,4,2024-06-19,0.24,Online,North
3114,72,1880,3,2024-12-20,0.02,Store,South
3115,78,940,1,2025-09-24,0.06,Online,West
3116,34,1698,3,2024-11-01,0.2,Store,North
3117,139,500,5,2023-11-28,0.03,Online,South
3118,179,1780,1,2024-02-26,0.07,Online,South
3119,186,401,3,2025-06-10,0.3,Online,East
3120,61,379,2,2025-07-08,0.04,Online,East
3121,191,1752,1,2024-01-07,0.14,Online,East
3122,54,1261,3,2025-09-15,0.19,Store,East
3123,107,1008,4,2024-08-18,0.05,Online,North
3124,25,861,5,2025-08-26,0.19,Online,East
3125,53,973,4,2024-05-05,0.27,Store,South
3126,181,876,4,2025-01-20,0.27,Store,North
3127,95,1535,5,2024-08-15,0.13,Online,South
3128,56,487,5,2025-02-01,0.25,Online,South
3129,143,772,5,2024-03-16,0.21,Online,South
3130,44,668,2,2025-08-25,0.16,Store,North
3131,90,1176,5,2024-06-06,0.16,Store,West
3132,33,905,1,2024-10-02,0.28,Store,East
3133,1,496,5,2025-02-13,0.1,Store,East
3134,32,521,2,2025-11-03,0.07,Online,West
3135,9,1715,5,2023-12-30,0.3,Online,East
3136,107,749,2,2025-04-13,0.02,Online,East
3137,31,183,3,2024-04-09,0.14,Online,West
3138,154,1930,3,2024-05-10,0.25,Store,East
3139,74,1941,4,2024-06-24,0.21,Store,West
3140,49,1169,3,2025-03-03,0,Online,North
3141,149,1792,2,2024-06-18,0.11,Store,East
3142,149,951,4,2025-02-26,0.25,Store,West
3143,128,593,2,2024-04-15,0.27,Online,West
3144,30,1652,3,2025-03-24,0.06,Online,North
3145,18,490,5,2023-12-23,0.24,Online,North
3146,117,383,3,2024-07-17,0.14,Store,North
3147,137,1900,1,2024-09-03,0.18,Store,North
3148,179,1716,3,2025-05-23,0.18,Store,South
3149,42,100,1,2024-02-25,0.1,Store,East
3150,81,779,2,2023-12-08,0.28,Store,South
3151,53,1618,3,2025-09-14,0.25,Online,West
3152,85,280,4,2025-03-21,0.17,Online,West
3153,122,1510,4,2025-06-16,0.02,Online,West
3154,17,698,1,2024-09-17,0.12,Store,South
3155,142,217,2,2024-05-14,0.08,Store,East
3156,148,1613,5,2024-06-23,0.02,Store,East
3157,189,1559,1,2023-12-16,0.29,Store,West
3158,17,1501,3,2024-04-23,0.22,Online,South
3159,77,1352,5,2024-06-07,0.2,Store,South
3160,6,462,3,2025-07-07,0.24,Store,South
3161,44,873,4,2024-08-14,0.2,Store,East
3162,121,512,3,2024-10-27,0.18,Store,East
3163,37,1060,3,2025-08-07,0.04,Online,South
3164,38,1780,1,2024-10-09,0.04,Store,West
3165,120,1636,1,2024-10-04,0.03,Store,South
3166,2,1391,2,2025-05-27,0.21,Store,North
3167,180,231,2,2024-11-07,0.08,Store,East
3168,35,596,5,2024-02-28,0.2,Store,South
3169,96,1391,5,2024-09-16,0.02,Online,North
3170,88,1580,4,2023-11-29,0.26,Online,North
3171,158,1308,5,2024-05-12,0.21,Online,East
3172,85,1515,1,2024-12-19,0.06,Online,South
3173,82,989,3,2024-10-13,0.2,Store,South
3174,60,1154,4,2025-09-04,0.25,Online,West
3175,132,1328,4,2025-08-17,0.1,Store,South
3176,102,1244,2,2024-09-13,0.11,Online,West
3177,69,122,1,2025-01-29,0.17,Online,North
3178,196,1965,3,2025-01-14,0.04,Online,South
3179,150,1215,4,2024-01-23,0.04,Online,North
3180,28,435,5,2025-10-10,0.14,Online,North
3181,113,1895,2,2024-04-21,0.09,Store,West
3182,114,1254,5,2025-08-27,0.26,Online,East
3183,59,1094,3,2024-02-03,0.18,Online,East
3184,6,1816,2,2024-06-26,0.13,Store,East
3185,129,336,1,2025-01-11,0.29,Online,West
3186,167,1653,2,2025-01-02,0.28,Store,West
3187,53,626,5,2024-03-07,0.16,Online,North
3188,7,1305,3,2024-09-23,0.1,Online,South
3189,182,317,5,2025-03-17,0.06,Store,East
3190,29,1939,1,2025-06-12,0.26,Store,South
3191,160,1836,1,2024-11-01,0.26,Online,West
3192,120,540,2,2024-12-11,0.22,Store,South
3193,116,1049,1,2024-05-23,0.18,Store,South
3194,140,1844,2,2024-05-06,0.16,Store,West
3195,144,804,1,2025-05-13,0.08,Online,South
3196,70,1802,2,2024-11-22,0.18,Online,West
3197,111,1667,5,2025-05-22,0.16,Store,South
3198,98,1237,2,2025-10-12,0.04,Store,East
3199,137,1747,2,2024-02-02,0.11,Store,South
3200,187,869,2,2025-07-17,0.21,Store,East
3201,61,643,5,2024-07-27,0.2,Store,North
3202,40,492,1,2024-01-29,0.18,Online,South
3203,144,1263,4,2025-03-06,0.15,Online,North
3204,183,1321,4,2024-07-26,0.29,Store,South
3205,62,1048,5,2023-12-31,0.1,Store,South
3206,161,1029,5,2023-11-29,0.03,Online,West
3207,92,796,5,2025-02-19,0.01,Online,East
3208,187,890,1,2024-06-10,0.01,Store,South
3209,59,1311,1,2025-08-20,0.23,Online,South
3210,46,1385,1,2024-08-23,0.02,Online,East
3211,162,1390,2,2025-01-12,0.25,Store,East
3212,159,792,3,2024-08-21,0.04,Store,North
3213,127,1363,2,2024-04-24,0.09,Store,West
3214,66,550,2,2024-02-08,0.16,Online,East
3215,1,1965,4,2025-05-14,0.23,Online,West
3216,19,1599,4,2024-07-04,0.12,Store,West
3217,185,1003,2,2024-03-27,0.27,Store,South
3218,49,1842,3,2025-09-09,0.11,Online,North
3219,160,1125,1,2025-08-12,0.24,Store,South
3220,23,1205,3,2024-06-05,0.06,Online,South
3221,38,1508,3,2024-07-29,0.13,Online,East
3222,100,993,5,2025-03-11,0.12,Store,North
3223,17,911,2,2025-02-21,0.1,Online,West
3224,151,1586,1,2023-11-28,0.16,Online,East
3225,141,1308,1,2024-07-01,0.29,Online,South
3226,50,755,4,2024-09-02,0.08,Store,South
3227,200,535,5,2024-09-02,0.27,Online,South
3228,98,1556,4,2024-05-06,0.19,Online,North
3229,60,1350,4,2024-05-25,0.06,Store,West
3230,45,440,5,2024-01-01,0.01,Online,East
3231,166,1611,3,2025-05-20,0.21,Online,East
